date,close,high,low,mts,open,volume
2024-02-28,1.419e-05,1.538e-05,1.419e-05,1709078400000,1.538e-05,535160495.5592713
2024-02-27,1.456e-05,1.588e-05,1.321e-05,1708992000000,1.321e-05,1492966944.9026122
2024-02-26,1.352e-05,1.352e-05,1.2e-05,1708905600000,1.205e-05,612176769.5080009
2024-02-25,1.191e-05,1.198e-05,1.152e-05,1708819200000,1.152e-05,21007872.9737143
2024-02-24,1.16e-05,1.173e-05,1.116e-05,1708732800000,1.135e-05,4852246.41792541
2024-02-23,1.137e-05,1.177e-05,1.137e-05,1708646400000,1.177e-05,71489081.90570249
2024-02-22,1.202e-05,1.203e-05,1.133e-05,1708560000000,1.143e-05,61433282.64434127
2024-02-21,1.164e-05,1.166e-05,1.15e-05,1708473600000,1.15e-05,26511775.87695175
2024-02-20,1.225e-05,1.308e-05,1.22e-05,1708387200000,1.306e-05,10351538.657905
2024-02-19,1.301e-05,1.328e-05,1.285e-05,1708300800000,1.317e-05,261407494.19514623
2024-02-18,1.31e-05,1.31e-05,1.31e-05,1708214400000,1.31e-05,1000000.0
2024-02-16,1.31e-05,1.417e-05,1.296e-05,1708041600000,1.367e-05,458402697.9714062
2024-02-15,1.398e-05,1.451e-05,1.366e-05,1707955200000,1.409e-05,236968810.3255114
2024-02-14,1.428e-05,1.428e-05,1.344e-05,1707868800000,1.36e-05,493464569.77571344
2024-02-13,1.26e-05,1.344e-05,1.238e-05,1707782400000,1.322e-05,1531752336.7331862
2024-02-12,1.309e-05,1.33e-05,1.19e-05,1707696000000,1.238e-05,52525789.670349084
2024-02-11,1.266e-05,1.42e-05,1.259e-05,1707609600000,1.334e-05,959014799.1737599
2024-02-10,1.339e-05,1.353e-05,1.257e-05,1707523200000,1.257e-05,40678269.10773656
2024-02-09,1.234e-05,1.272e-05,1.036e-05,1707436800000,1.04e-05,634106868.5521173
2024-02-08,1.037e-05,1.059e-05,1.037e-05,1707350400000,1.05e-05,44903009.26977388
2024-02-07,1.032e-05,1.037e-05,9.89e-06,1707264000000,9.9e-06,1328358.96287558
2024-02-06,1.015e-05,1.015e-05,9.89e-06,1707177600000,1.008e-05,1872550320.9696708
2024-02-05,1.021e-05,1.024e-05,9.77e-06,1707091200000,1e-05,1123192606.1580386
2024-02-03,1.043e-05,1.062e-05,1.034e-05,1706918400000,1.05e-05,153278841.66079235
2024-02-02,1.036e-05,1.08e-05,1.036e-05,1706832000000,1.068e-05,6830796.94955825
2024-02-01,1.062e-05,1.062e-05,1.062e-05,1706745600000,1.062e-05,2499000.0
2024-01-31,1.064e-05,1.136e-05,1.061e-05,1706659200000,1.136e-05,191944165.42789912
2024-01-30,1.14e-05,1.191e-05,1.14e-05,1706572800000,1.191e-05,254195615.36879858
2024-01-29,1.202e-05,1.21e-05,1.184e-05,1706486400000,1.186e-05,1081189899.1522858
2024-01-28,1.203e-05,1.217e-05,1.2e-05,1706400000000,1.217e-05,18855514.559315
2024-01-27,1.167e-05,1.192e-05,1.14e-05,1706313600000,1.19e-05,46415002.10447049
2024-01-26,1.192e-05,1.22e-05,1.151e-05,1706227200000,1.178e-05,11336818.02236674
2024-01-25,1.14e-05,1.153e-05,1.045e-05,1706140800000,1.081e-05,128587673.08134146
2024-01-24,1.093e-05,1.115e-05,1.07e-05,1706054400000,1.094e-05,157019590.84251246
2024-01-23,1.033e-05,1.054e-05,1e-05,1705968000000,1.036e-05,2470491591.137155
2024-01-22,1.065e-05,1.098e-05,1.048e-05,1705881600000,1.097e-05,1980090838.554254
2024-01-21,1.153e-05,1.194e-05,1.153e-05,1705795200000,1.158e-05,308089051.62678504
2024-01-20,1.173e-05,1.188e-05,1.13e-05,1705708800000,1.184e-05,1843701555.2724922
2024-01-19,1.178e-05,1.195e-05,1.175e-05,1705622400000,1.182e-05,91144923.09889334
2024-01-18,1.213e-05,1.303e-05,1.209e-05,1705536000000,1.3e-05,39958934.54442024
2024-01-17,1.344e-05,1.388e-05,1.323e-05,1705449600000,1.388e-05,1389263.31068826
2024-01-16,1.437e-05,1.447e-05,1.375e-05,1705363200000,1.375e-05,123651863.10860722
2024-01-15,1.389e-05,1.442e-05,1.381e-05,1705276800000,1.438e-05,106153103.7621774
2024-01-14,1.464e-05,1.555e-05,1.445e-05,1705190400000,1.521e-05,1047667407.6108865
2024-01-13,1.535e-05,1.546e-05,1.324e-05,1705104000000,1.36e-05,505347091.83610594
2024-01-12,1.351e-05,1.646e-05,1.324e-05,1705017600000,1.611e-05,1844940657.2114563
2024-01-11,1.618e-05,1.719e-05,1.003e-05,1704931200000,1.63e-05,519925765.9276311
2024-01-10,1.593e-05,1.849e-05,9.9e-07,1704844800000,1.452e-05,4228750717.560147
2024-01-09,1.354e-05,1.412e-05,1.226e-05,1704758400000,1.232e-05,4267203100.9664173
2024-01-08,1.216e-05,1.285e-05,9.62e-06,1704672000000,1.029e-05,2672371461.738252
2024-01-07,1.033e-05,1.088e-05,1.033e-05,1704585600000,1.088e-05,19532793.8040339
2024-01-06,1.107e-05,1.163e-05,1.029e-05,1704499200000,1.032e-05,33510669.73529027
2024-01-05,1.107e-05,1.19e-05,1.084e-05,1704412800000,1.19e-05,1992678157.774819
2024-01-04,1.215e-05,1.239e-05,1.165e-05,1704326400000,1.165e-05,5457531.37861126
2024-01-03,1.166e-05,1.379e-05,1.127e-05,1704240000000,1.379e-05,1218611445.636781
2024-01-02,1.355e-05,1.503e-05,1.348e-05,1704153600000,1.479e-05,505979344.5826135
2024-01-01,1.465e-05,1.465e-05,1.302e-05,1704067200000,1.333e-05,106596198.13965045
2023-12-31,1.335e-05,1.432e-05,1.335e-05,1703980800000,1.417e-05,29723358.311473772
2023-12-30,1.416e-05,1.508e-05,1.407e-05,1703894400000,1.497e-05,183505043.7094265
2023-12-29,1.487e-05,1.66e-05,1.43e-05,1703808000000,1.56e-05,812443638.1939304
2023-12-28,1.407e-05,1.497e-05,1.295e-05,1703721600000,1.48e-05,232076688.732037
2023-12-27,1.49e-05,1.61e-05,1.427e-05,1703635200000,1.61e-05,483146461.3997213
2023-12-26,1.623e-05,1.862e-05,1.558e-05,1703548800000,1.862e-05,182937049.81470668
2023-12-25,1.881e-05,1.889e-05,1.777e-05,1703462400000,1.8e-05,107971239.7142591
2023-12-24,1.803e-05,1.981e-05,1.803e-05,1703376000000,1.981e-05,66997159.43309748
2023-12-23,1.942e-05,1.942e-05,1.827e-05,1703289600000,1.917e-05,349292305.3406886
2023-12-22,1.936e-05,2e-05,1.878e-05,1703203200000,2e-05,65332127.60382298
